4g8	Forget
smone	someone
branchless	branches
MYO	Mind your own (business)
ATSL	Along the same line (or lines)
secertly	secretly
vpadmin	vice president for administrative services
safdarjung	safdarjung
newws	news
wasa	was
hudge	huge
investigasi	investigate
ALCON	All concerned
wissshhh	wish
4head	Forehead
2morrrow	tomorrow
GNITE	Good night
BBT	Be back tomorrow
2MORO	Tomorrow
dswd	department of social welfare an development
retyphoon	retyphoon
haplos	haplos
espically	especially
reqird	required
wannts	wants
2day	today
aperantly	apparently
ATSITS	All the stars in the sky
icymi	in case you miss it
laughinggg	laughing
looow	low
OTFL	On the floor laughing
OTL	Out to lunch
OMGYG2BK	"Oh my God, you got to be kidding"
bbout	bout
lockedd	locked
runnign	running
IDUNNO	I don_t know
PL8	Plate
beilieve	believe
truns	turns
serect	secret
utclat	universal time coordinated latitude
ambulence	ambulance
constitutionali	constitutional
decameron	cameron
brgy	brgy
paspor	passport
biscuts	biscuits
BCOS	Because
icymi	in case you missed it
anywys	anyway
BBN	"Bye, bye now"
2tali	Totally
simmilar	similar
fxcamera	camera
AYS	Are you serious?
FC	Fingers crossed
2gethr	together
restraunts	restaurants
accdg	accdg
dwntown	downtown
2head	head
ADN	Any day now
tothis	this
OOTO	Out of the office
congratulatios	congratulations
e'rybody	everybody
potter7	potter
FAQ	Frequently asked questions
landsli	landsliding
simil	similar
IUSS	If you say so
W8	Wait
chesco	chester country
betches	bitches
IRL	In real life
2morro	Tomorrow
yesteryears	yesterdays
EOT	End of transmission
cmnty	community
sugarr	sugar
wolcome	welcome
B4N	Bye for now
tomoroe	tomorrow
deanthony	anthony
enroute	enroute
ATM	At the moment
writtin	writing
essencial	essential
RME	Rolling my eyes
2maro	Tomorrow
iceee	ice
pettty	petty
asean	association of southeast asian nations
monsterss	monsters
beeting	beating
guity	guilty
ILU	I love you
traile	trailer
internat'l	internal
hoby	hobby
goodluck	good luck
2mro	Tomorrow
awnsers	answers
ROFLCOPTER	Rolling on floor laughing and spinning around
parts1	parts
4get	Forget
takking	taking
G2G	Got to go
septemb	september
exibit	exhibit
istandard	standard
develope	develop
bovered	bothered
PXT	Please explain that
2mora	Tomorrow
wireles	wireless
H8	Hate
fcuked	fucked
destorm	storm
2maro	Tomorrow
marginize	margin
kensington	pennington
G2R	Got to run
heavey	heavy
mmmorning	morning
cupcakeee	cupcake
seriousssly	seriously
palyed	played
breah	breath
ndrrmc	the national disaster risk reduction & management council
earthqua	earthquake
junkk	junk
louud	loud
yeeaah	yeah
GR8	Great
lgu	local government unit
AYSOS	Are you stupid or something?
changeing	changing
S2R	Send to receive (meaning send me your picture to get mine)
CR8	Create
whooore	whore
homeade	homemade
gentille	gentle
intergen	internet
ppl	people
BBS	Be back soon
k	ok
croch	crotch
AWESO	Awesome
maddians	maddians
promoed	promoted
chrissy	chris
nzers	new zealanders
eberyone	everyone
rooom	room
disquise	disguise
ACDNT	Accident
albumn	album
fantasticcc	fantastic
GTG	Got to go
sth	something
OTP	On the phone
embarrsing	embarrassing
makig	making
pple	people
refactoring	factoring
4evr	Forever
seekingalpha	seekingalpha
raaf	raaf
rock2	rock
recieveing	receiving
AFAIC	As far as I am concerned
kiteboard	kiteboard
alays	always
ahalf	half
ndrrmc	ndrrmc
shizit	shit
oonnn	on
BRH	Be right here
bollywoods	hollywood
BAY	Back at ya
playin	playing
politicia	politician
colapse	collapse
unthankful	thankful
goodmorning	good morning
plannin	planning
brgy	barangay
quiick	quick
mediteranean	mediterranean
P2P	Pay to play (online gaming)
cuzzies	cuzzies
everbodys	everybody
BYTM	Better you than me
foreing	foreign
amamos	ammo
antigonish	antagonist
barelyy	barely
OIC	"Oh, I see"
BBQ	"Barbeque, “Ownage”, shooting score/frag (online gaming)"
unilab	united laboratories
lmao	lmao
breaak	break
ST&D	Stop texting and drive
sooorrryyy	sorry
easly	easily
fmily	family
speedbumps	speedups
scotter	scooter
reintegration	integration
whileee	while
greeennn	green
sipn	sip
folling	following
iimiss	miss
ridiculus	ridiculous
hahhaaa	ha
lgus	lgus
SRSLY	Seriously
ATB	All the best
sistter	sister
cvg	covering
vpadmin	vice president of administration
clamin	claiming
stfu	stfu
nagawa	done
y'alll	y'all
ILUM	I love you man
kathniel	kathniel
wondring	wondering
invol	involuntary
fondation	foundation
postion	position
hammerin	hammering
xcpt	except
2morow	Tomorrow
HV	Have
LHO	Laughing head off
michelangelos	michelangelo
2morow	Tomorrow
finisheddd	finished
crushd	crushed
ajirni	ajirni
mcninja	ninja
XOXOXO	Hugs & Kisses
halmark	hallmark
BFAW	Best friend at work
funnay	funny
becos	because
disruptor	disruption
2mrw	tomorrow
aactually	actually
AYV	Are you vertical?
catolog	catalog
infographic	information graphic
cicc	china international capital corp
ASL	Age/sex/location
moveee	move
ammounts	amounts
diqits	digits
bangalter	bangalore
juce	juice
y'allz	y'all
restaurent	restaurant
asean	association of southeast asian nations
utclat	utclat
moines	monies
BIOYA	Blow it out your *a*
CB	Coffee break
nroc	national relief operations center
whtd	what
4geit	Forget it
trns	turns
clicky	click
defaultt	default
2getr	Together
BPLM	Big person little mind
houseworks	housework
cbfb	core-binding factor subunit beta
unosat	united nations operational satellite applications programme
ndrf	national disaster response force
G/F	Girlfriend
P2P	Parent to parent
breakinq	breaking
languege	language
jamican	jamaican
shead	shed
palyer	player
cmnty	comunity
anfgf	anfgf
cntrs	centers
uncontrolably	uncontrollable
tweeple	tweeple
infographic	infographic
disorientating	disorientation
jelouss	jealous
unosat	unosat
ngek	ngek
astaghfirullah	i ask allah forgiveness
diffrnt	different
guitarr	guitar
minuts	minutes
fml	fuck my life
CIAO	Good-bye (Italian word)
vpadmin	vice president for administrative
mtsat	meteorological satellites
mtsat	multifunctional transport satellites
greif	grief
understandrt	understand
helico	helicopter
IG2R	I got to run
4getu	Forget you
NMH	Not much here
ticketnews	tickets
volunt	volunteer
4give	Forgive
woohoo	woohoo
vpadmin	vice president for administration
concieted	connected
cattastrophe	catastrophic
construccin	constructing
perosn	person
twaiku	twaiku
gooottt	got
PISS	Put in some sugar
monsteeer	monster
BOLO	Be on the look out
ruizians	ruizians
chiccen	chicken
decepticon	reception
privite	private
AAMOI	As a matter of interest
xtian	xtian
longestt	longest
BOYF	Boyfriend
myspacee	space
XLNT	Excellent
handsomeee	handsome
explination	explanation
biiirthday	birthday
briiing	bring
dswd	dwsd
F2F	Face to face
CYA	See you
brover	brother
borring	boring
drivin	driving
AMOF	As a matter of fact
drugsss	drugs
WAH	Working at home
instrumen	instruments
H-BDAY	Happy Birthday
apprciate	appreciate
vpadmin	vice-president admiistration
MYOB	Mind your own business
alabam	alabama
watkinson	atkins
greenup	green
BOE	Meaning “bind on equip” (online gaming)
geomorphology	morphology
SK8NG	Skating
BLNT	Better luck next time
delet	delete
seriouslt	seriously
excutive	executive
consid	consideration
beome	become
5others	others
hauhauha	chihuahua
ROTFLUTS	Rolling on the floor laughing unable to speak
B4	Before
COS	Because
sighned	signed
whaletail	thong
nknkk	nknkk
braaazil	brazil
forgivness	forgiveness
mstat	multifunctional transport satellites
cus	because
shakemap	abre rt
ROTFL	Rolling on the floor laughing
havinga	having
EOD	End of day
cholate	chocolate
followher	follow
alraedy	already
couldd	could
DNR	Dinner
eagels	eagles
RX	Regards
O4U	Only for you
LMBO	Laughing my butt off
ACK	Acknowledge
expec	expect
looowww	low
mstat	master of statictics
buddyo	byddyo
gayly	gay
letyouknow	let you know
relaxxing	relaxing
IMHO	In my humble opinion
puut	put
sooorrry	sorry
IWALU	I will always love you
proyects	projects
resouces	resources
heelies	heels
OYO	On your own
5months	months
vegeterian	vegetarian
soarin	soaring
utcfriday	universal time coordinated friday
havingg	having
BOSMKL	Bending over smacking my knee laughing
insani	insanity
enlgand	england
PLS	Please
nessesities	nessesities
itno	into
2night	Tonight
sushii	sushi
mtsat	multifunction transport satellite
washingto	washington
favoriete	favorite
epidode	episode
ocasionally	occasional
HAK	Hug and kiss
loovee	love
controler	controller
4g8	Forget
RIP	Rest in peace
waaalk	walk
dswd	dswd
W3	WWW
britis	british
breas	breasts
NVR	Never
couurse	course
kiick	kick
downloadinq	downloading
cntrl	cntrl
bullshiiit	bullshit
heptrs	helicopter
WTG	Way to go
exciteed	excited
roxxor	rock
pic	picture
4geit	Forget it
2mo	Tomorrow
ildefonso	ildefonso
pics	pictures
swayamsevaks	volunteer
undstand	understand
sauron	eye of sauron
cleaan	clean
sonebody	somebody
wisssh	wish
elseee	else
CICO	"Coffee in, coffee out"
emsc	euro-med seismological centre
bc	because
A/S/L	Age/sex/location
syndey	sydney
2mozz	Tomorrow
icymi	icymi
abouut	about
M8	Mate
sucessfull	successful
gbi	great barrier island
2moz	Tomorrow
BM	Bite me
ndrrmc	national disaster risk reduction & management council
DC	Disconnect
atlantica	atlantic
utcfriday	friday
cntrl	control
BRB	Be right back
flexiable	flexible
BOT	Back on topic
NVM	Never mind
IMSB	I am so bored
AFAP	As far as possible
SRY	Sorry
peronal	personal
BRT	Be right there
darrrling	darling
oustanding	outstanding
descripti	description
stfu	shut the fuck off
scarification	clarification
sydrome	syndrome
trfn	trfn
guita	guitar
LMIRL	Lets meet in real life
IMAO	In my arrogant opinion
brotheeer	brother
priviledge	privilege
boilin	boiling
sloowww	slow
safey	safety
sophmores	sophomore
BTW	By the way
a1supplements	supplements
remeber	remember
P2P	Peer to peer
englsh	english
pammm	pam
OTW	Off to work
cdrrm	cdrrm
calmmm	calm
cus	because
newslhot	newslhot
keeeper	keeper
PLD	Played
disapears	disappears
WTH	What the heck?
tyleronemo	tyleronemo
DNC	Do not compute
NWO	No way out
2mozz	Tomorrow
icymi	in case you missed it
tonighht	tonight
nrg	energy
STW	Search the Web
drawning	drowning
buus	bus
suuure	sure
violatin	violating
fml	fix my lighthouse
committe	committee
jerseyyy	jersey
sixteeen	sixteen
l4m3rz	lamers
antibotics	antibiotics
aightz	alright
JMO	Just my opinion
BIBO	"Beer in, beer out"
